id,date_time,duration
0,2019-02-08 13:47:48.614530,9.57331
1,2019-02-08 13:47:57.754760,9.140031
2,2019-02-08 13:48:06.359860,8.604938
3,2019-02-08 13:48:14.506870,8.146845
4,2019-02-08 13:48:23.288146,8.781127
5,2019-02-08 13:48:31.630280,8.341959
6,2019-02-08 13:48:39.867938,8.237501
7,2019-02-08 13:48:48.147371,8.279293
8,2019-02-08 13:48:56.454849,8.307325
9,2019-02-08 13:49:04.806035,8.35104
10,2019-02-08 13:49:13.455796,8.649611
11,2019-02-08 13:49:21.571212,8.115249
12,2019-02-08 13:49:30.394139,8.822665
13,2019-02-08 13:49:38.695751,8.301472
14,2019-02-08 13:49:47.085242,8.38929
15,2019-02-08 13:49:55.475719,8.390299
16,2019-02-08 13:50:03.596796,8.120938
17,2019-02-08 13:50:12.191637,8.594684
18,2019-02-08 13:50:20.073343,7.881565
19,2019-02-08 13:50:28.296890,8.223357
20,2019-02-08 14:05:50.827412,9.530381
21,2019-02-08 14:06:03.724895,12.897255
22,2019-02-08 14:06:15.413918,11.672717
23,2019-02-08 14:06:25.855334,10.44121
24,2019-02-08 14:06:33.733919,7.878441
25,2019-02-08 14:06:41.971755,8.237652
26,2019-02-08 14:06:49.953888,7.982024
27,2019-02-08 14:07:02.261954,12.308039
28,2019-02-08 14:07:41.845713,9.582119
29,2019-02-08 14:07:54.613697,12.767737
30,2019-02-08 14:08:03.533536,8.91964
31,2019-02-08 14:08:11.932405,8.398659
32,2019-02-08 14:08:20.456064,8.523513
33,2019-02-08 14:08:28.816372,8.360172
34,2019-02-08 14:08:38.013497,9.196859
35,2019-02-08 14:08:48.251560,10.237932
36,2019-02-08 14:08:58.241122,9.989374
37,2019-02-08 14:09:09.247123,11.005824
38,2019-02-08 14:09:19.357250,10.109916
39,2019-02-08 14:09:29.670098,10.312689
40,2019-02-08 14:09:39.658704,9.988029
41,2019-02-08 14:09:48.546769,8.887883
42,2019-02-08 14:09:57.287576,8.740635
43,2019-02-08 14:10:05.986248,8.698514
44,2019-02-08 14:10:14.293555,8.30708
45,2019-02-08 14:10:24.059428,9.765733
46,2019-02-08 14:10:34.591881,10.532302
47,2019-02-08 14:10:45.494110,10.902083
48,2019-02-08 14:10:56.355173,10.860895
49,2019-02-08 14:11:04.987344,8.632026
50,2019-02-08 14:11:13.396927,8.409302
51,2019-02-08 14:11:23.999942,10.602824
52,2019-02-08 14:11:37.710947,13.710851
53,2019-02-08 14:11:47.290988,9.579809
54,2019-02-08 14:12:06.870220,19.579105
55,2019-02-08 14:12:27.544570,20.673065
56,2019-02-08 14:12:42.081001,14.53627
57,2019-02-08 14:12:54.625840,12.544662
58,2019-02-08 14:13:15.397580,20.771555
59,2019-02-08 14:13:31.202564,15.804786
60,2019-02-08 14:13:46.813738,15.610959
61,2019-02-08 14:14:03.097850,16.283873
62,2019-02-08 14:14:22.107464,19.00932
63,2019-02-08 14:14:37.182240,15.074582
64,2019-02-08 14:14:52.780371,15.59793
65,2019-02-08 14:15:03.699508,10.918902
66,2019-02-08 14:15:12.749013,9.049357
67,2019-02-08 14:15:23.061951,10.312779
68,2019-02-08 14:15:33.184473,10.122314
69,2019-02-08 14:15:42.169843,8.985131
70,2019-02-08 14:15:50.668686,8.498704
71,2019-02-08 14:15:59.230941,8.562032
72,2019-02-08 14:16:08.640974,9.40987
73,2019-02-08 14:16:18.000216,9.358986
74,2019-02-08 14:16:29.273380,11.272951
75,2019-02-08 14:16:38.918051,9.644397
76,2019-02-08 14:16:49.067249,10.149024
77,2019-02-08 14:17:01.529988,12.462584
78,2019-02-08 14:17:10.896520,9.366386
79,2019-02-08 14:17:19.415914,8.51925
80,2019-02-08 14:17:28.351205,8.935142
81,2019-02-08 14:17:42.759650,14.408307
82,2019-02-08 14:17:52.045079,9.285204
83,2019-02-08 14:18:05.378203,13.332971
84,2019-02-08 14:18:16.354862,10.976515
85,2019-02-08 14:18:30.434865,14.079865
86,2019-02-08 14:18:41.251695,10.816562
87,2019-02-08 14:18:51.526381,10.274179
88,2019-02-08 14:19:01.905151,10.378599
89,2019-02-08 14:19:10.987281,9.081947
90,2019-02-08 14:19:20.684827,9.697396
91,2019-02-08 14:19:30.354992,9.669892
92,2019-02-08 14:19:40.377627,10.022418
93,2019-02-08 14:19:52.918998,12.541154
94,2019-02-08 14:20:02.372109,9.452973
95,2019-02-08 14:20:11.091194,8.718804
96,2019-02-08 14:20:20.047294,8.955953
97,2019-02-08 14:20:29.611534,9.564074
98,2019-02-08 14:20:45.953467,16.341688
99,2019-02-08 14:20:57.094272,11.140588
